coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod
"{'lon': 125.5736, 'lat': -8.5586}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 301.52, 'feels_like': 302.91, 'temp_min': 301.52, 'temp_max': 301.52, 'pressure': 1015, 'humidity': 58, 'sea_level': 1015, 'grnd_level': 971}",10000,"{'speed': 3.45, 'deg': 25, 'gust': 3.44}",{'all': 4},1725584150,"{'country': 'TL', 'sunrise': 1725572207, 'sunset': 1725615348}",32400,1645457,Dili,200
"{'lon': -78.5249, 'lat': -0.2299}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 288.68, 'feels_like': 287.96, 'temp_min': 288.68, 'temp_max': 288.68, 'pressure': 1015, 'humidity': 64, 'sea_level': 1015, 'grnd_level': 724}",10000,"{'speed': 1.6, 'deg': 89, 'gust': 2.72}",{'all': 23},1725583939,"{'type': 1, 'id': 8555, 'country': 'EC', 'sunrise': 1725534576, 'sunset': 1725578164}",-18000,3652462,Quito,200
"{'lon': 31.2497, 'lat': 30.0626}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 300.57, 'feels_like': 302.63, 'temp_min': 300.05, 'temp_max': 300.57, 'pressure': 1009, 'humidity': 69, 'sea_level': 1009, 'grnd_level': 1003}",10000,"{'speed': 2.06, 'deg': 360}",{'all': 0},1725584018,"{'type': 1, 'id': 2514, 'country': 'EG', 'sunrise': 1725593696, 'sunset': 1725639123}",10800,360630,Cairo,200
"{'lon': -89.1872, 'lat': 13.6894}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.08, 'feels_like': 299.24, 'temp_min': 298.08, 'temp_max': 298.08, 'pressure': 1010, 'humidity': 100, 'sea_level': 1010, 'grnd_level': 941}",10000,"{'speed': 1.31, 'deg': 203, 'gust': 1.84}",{'all': 100},1725584154,"{'type': 2, 'id': 2016335, 'country': 'SV', 'sunrise': 1725536736, 'sunset': 1725581120}",-21600,3583361,San Salvador,200
"{'lon': 8.7833, 'lat': 3.75}","[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 298.07, 'feels_like': 299.23, 'temp_min': 298.07, 'temp_max': 298.07, 'pressure': 1013, 'humidity': 100, 'sea_level': 1013, 'grnd_level': 1008}",10000,"{'speed': 4.12, 'deg': 250}",{'1h': 0.28},{'all': 75},1725584155,"{'type': 1, 'id': 2049, 'country': 'GQ', 'sunrise': 1725599900, 'sunset': 1725643701}",3600,2309527,Malabo,200
"{'lon': 38.9333, 'lat': 15.3333}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 289.27, 'feels_like': 288.74, 'temp_min': 289.27, 'temp_max': 289.27, 'pressure': 1014, 'humidity': 69, 'sea_level': 1014, 'grnd_level': 794}",10000,"{'speed': 1.75, 'deg': 262, 'gust': 1.62}",{'all': 41},1725584156,"{'country': 'ER', 'sunrise': 1725592340, 'sunset': 1725636792}",10800,343300,Asmara,200
"{'lon': 24.7535, 'lat': 59.437}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 287.34, 'feels_like': 287.27, 'temp_min': 285.9, 'temp_max': 287.34, 'pressure': 1030, 'humidity': 94, 'sea_level': 1030, 'grnd_level': 1027}",10000,"{'speed': 1.54, 'deg': 130}",{'all': 0},1725584157,"{'type': 1, 'id': 1330, 'country': 'EE', 'sunrise': 1725593377, 'sunset': 1725642559}",10800,588409,Tallinn,200
"{'lon': 31.1333, 'lat': -26.3167}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.01, 'feels_like': 284, 'temp_min': 286.01, 'temp_max': 286.01, 'pressure': 1019, 'humidity': 25, 'sea_level': 1019, 'grnd_level': 884}",10000,"{'speed': 1.8, 'deg': 255, 'gust': 2.2}",{'all': 0},1725584158,"{'country': 'SZ', 'sunrise': 1725595366, 'sunset': 1725637509}",7200,934985,Mbabane,200
"{'lon': 38.7469, 'lat': 9.025}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 285.41, 'feels_like': 285.04, 'temp_min': 285.41, 'temp_max': 285.41, 'pressure': 1017, 'humidity': 90, 'sea_level': 1017, 'grnd_level': 769}",10000,"{'speed': 0.26, 'deg': 302, 'gust': 0.65}",{'all': 36},1725584159,"{'country': 'ET', 'sunrise': 1725592566, 'sunset': 1725636656}",10800,344979,Addis Ababa,200
"{'lon': 178.4415, 'lat': -18.1416}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 298.86, 'feels_like': 299.39, 'temp_min': 298.86, 'temp_max': 298.86, 'pressure': 1017, 'humidity': 73, 'sea_level': 1017, 'grnd_level': 1014}",10000,"{'speed': 3.6, 'deg': 200}",{'all': 75},1725584160,"{'type': 1, 'id': 7280, 'country': 'FJ', 'sunrise': 1725559792, 'sunset': 1725602393}",43200,2198148,Suva,200
"{'lon': 24.9355, 'lat': 60.1695}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288.23, 'feels_like': 288.17, 'temp_min': 286.13, 'temp_max': 289.69, 'pressure': 1031, 'humidity': 91, 'sea_level': 1031, 'grnd_level': 1028}",10000,"{'speed': 2.24, 'deg': 35, 'gust': 2.68}",{'all': 0},1725583977,"{'type': 2, 'id': 2011913, 'country': 'FI', 'sunrise': 1725593246, 'sunset': 1725642603}",10800,658225,Helsinki,200
"{'lon': 2.3488, 'lat': 48.8534}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.02, 'feels_like': 285.82, 'temp_min': 284.92, 'temp_max': 286.58, 'pressure': 1011, 'humidity': 94, 'sea_level': 1011, 'grnd_level': 1002}",10000,"{'speed': 1.54, 'deg': 360}",{'all': 0},1725584026,"{'type': 2, 'id': 2012208, 'country': 'FR', 'sunrise': 1725599699, 'sunset': 1725646989}",7200,2988507,Paris,200
"{'lon': 9.4537, 'lat': 0.3925}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 297.72, 'feels_like': 298.5, 'temp_min': 297.72, 'temp_max': 297.72, 'pressure': 1012, 'humidity': 87, 'sea_level': 1012, 'grnd_level': 1011}",10000,"{'speed': 3.93, 'deg': 221, 'gust': 5.26}",{'all': 100},1725584163,"{'country': 'GA', 'sunrise': 1725599829, 'sunset': 1725643450}",3600,2399697,Libreville,200
"{'lon': -16.5833, 'lat': 13.45}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 299.33, 'feels_like': 299.33, 'temp_min': 299.33, 'temp_max': 299.33, 'pressure': 1010, 'humidity': 78, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 2.06, 'deg': 260}",{'all': 40},1725584164,"{'type': 1, 'id': 2367, 'country': 'GM', 'sunrise': 1725605720, 'sunset': 1725650054}",0,2413875,City of Banjul,200
"{'lon': 44.8337, 'lat': 41.6941}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 291.99, 'feels_like': 292.38, 'temp_min': 291.99, 'temp_max': 291.99, 'pressure': 1014, 'humidity': 94, 'sea_level': 1014, 'grnd_level': 946}",10000,"{'speed': 3.6, 'deg': 310}",{'all': 75},1725584165,"{'type': 1, 'id': 8862, 'country': 'GE', 'sunrise': 1725589920, 'sunset': 1725636381}",14400,611717,Tbilisi,200
"{'lon': 13.4105, 'lat': 52.5244}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 294.97, 'feels_like': 294.46, 'temp_min': 293.16, 'temp_max': 296.11, 'pressure': 1015, 'humidity': 48, 'sea_level': 1015, 'grnd_level': 1010}",10000,"{'speed': 4.63, 'deg': 70}",{'all': 0},1725584153,"{'type': 2, 'id': 2011538, 'country': 'DE', 'sunrise': 1725596771, 'sunset': 1725644609}",7200,2950159,Berlin,200
"{'lon': -0.1969, 'lat': 5.556}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 297.38, 'feels_like': 298.03, 'temp_min': 297.38, 'temp_max': 297.38, 'pressure': 1013, 'humidity': 83, 'sea_level': 1013, 'grnd_level': 1010}",10000,"{'speed': 5.14, 'deg': 230}",{'all': 20},1725584050,"{'type': 1, 'id': 1126, 'country': 'GH', 'sunrise': 1725602006, 'sunset': 1725645904}",0,2306104,Accra,200
"{'lon': 23.7162, 'lat': 37.9795}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 299.59, 'feels_like': 299.59, 'temp_min': 297.75, 'temp_max': 301.03, 'pressure': 1011, 'humidity': 54, 'sea_level': 1011, 'grnd_level': 987}",10000,"{'speed': 0.45, 'deg': 329}",{'all': 17},1725584168,"{'type': 2, 'id': 2018805, 'country': 'GR', 'sunrise': 1725595174, 'sunset': 1725641260}",10800,264371,Athens,200
"{'lon': -61.7485, 'lat': 12.0564}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 301.97, 'feels_like': 307.19, 'temp_min': 301.97, 'temp_max': 301.97, 'pressure': 1012, 'humidity': 79, 'sea_level': 1012, 'grnd_level': 1007}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 20},1725584169,"{'type': 1, 'id': 8781, 'country': 'GD', 'sunrise': 1725530200, 'sunset': 1725574489}",-14400,3579925,St. George's,200
"{'lon': -90.5133, 'lat': 14.6407}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 293.23, 'feels_like': 293.57, 'temp_min': 292.32, 'temp_max': 294.34, 'pressure': 1013, 'humidity': 87, 'sea_level': 1013, 'grnd_level': 847}",6000,"{'speed': 2.06, 'deg': 100}",{'all': 75},1725584123,"{'type': 1, 'id': 7079, 'country': 'GT', 'sunrise': 1725537026, 'sunset': 1725581467}",-21600,3598132,Guatemala City,200
"{'lon': -13.6773, 'lat': 9.538}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 299.19, 'feels_like': 299.19, 'temp_min': 299.19, 'temp_max': 299.19, 'pressure': 1012, 'humidity': 94, 'sea_level': 1012, 'grnd_level': 1011}",8000,"{'speed': 5.14, 'deg': 230}",{'1h': 0.99},{'all': 100},1725584171,"{'type': 1, 'id': 2451, 'country': 'GN', 'sunrise': 1725605132, 'sunset': 1725649247}",0,2422465,Conakry,200
"{'lon': -15.5977, 'lat': 11.8636}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.99, 'feels_like': 299.8, 'temp_min': 298.99, 'temp_max': 298.99, 'pressure': 1010, 'humidity': 83, 'sea_level': 1010, 'grnd_level': 1008}",10000,"{'speed': 5.04, 'deg': 288, 'gust': 9.25}",{'all': 100},1725584172,"{'country': 'GW', 'sunrise': 1725605528, 'sunset': 1725649772}",0,2374775,Bissau,200
"{'lon': -58.1553, 'lat': 6.8045}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 299.68, 'feels_like': 299.68, 'temp_min': 299.68, 'temp_max': 299.68, 'pressure': 1011, 'humidity': 87, 'sea_level': 1011, 'grnd_level': 1011}",10000,"{'speed': 2.37, 'deg': 71, 'gust': 3.11}",{'all': 100},1725584173,"{'country': 'GY', 'sunrise': 1725529491, 'sunset': 1725573474}",-14400,3378644,Georgetown,200
"{'lon': -72.335, 'lat': 18.5392}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 300.48, 'feels_like': 303.64, 'temp_min': 300.48, 'temp_max': 300.48, 'pressure': 1014, 'humidity': 80, 'sea_level': 1014, 'grnd_level': 957}",10000,"{'speed': 0.69, 'deg': 74, 'gust': 0.71}",{'all': 100},1725584105,"{'country': 'HT', 'sunrise': 1725532541, 'sunset': 1725577228}",-14400,3718426,Port-au-Prince,200
"{'lon': -87.2068, 'lat': 14.0818}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 295.07, 'feels_like': 295.62, 'temp_min': 295.07, 'temp_max': 295.57, 'pressure': 1012, 'humidity': 88, 'sea_level': 1012, 'grnd_level': 864}",4000,"{'speed': 4.92, 'deg': 210}",{'all': 75},1725584081,"{'type': 2, 'id': 2000378, 'country': 'HN', 'sunrise': 1725536249, 'sunset': 1725580657}",-21600,3600949,Tegucigalpa,200
"{'lon': 19.0399, 'lat': 47.498}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 294.29, 'feels_like': 293.63, 'temp_min': 293.19, 'temp_max': 295.84, 'pressure': 1012, 'humidity': 45, 'sea_level': 1012, 'grnd_level': 991}",10000,"{'speed': 5.14, 'deg': 50}",{'all': 0},1725584176,"{'type': 2, 'id': 2009661, 'country': 'HU', 'sunrise': 1725595779, 'sunset': 1725642899}",7200,3054643,Budapest,200
"{'lon': -21.8954, 'lat': 64.1355}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 281.96, 'feels_like': 279.2, 'temp_min': 281.96, 'temp_max': 281.98, 'pressure': 1016, 'humidity': 87, 'sea_level': 1016, 'grnd_level': 1003}",10000,"{'speed': 5.14, 'deg': 200}",{'all': 75},1725584100,"{'type': 1, 'id': 91, 'country': 'IS', 'sunrise': 1725603951, 'sunset': 1725654372}",0,3413829,Reykjavik,200
"{'lon': 77.2311, 'lat': 28.6128}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 300.24, 'feels_like': 304.6, 'temp_min': 300.24, 'temp_max': 300.24, 'pressure': 1003, 'humidity': 94, 'sea_level': 1003, 'grnd_level': 978}",2500,"{'speed': 1.54, 'deg': 220}",{'all': 75},1725584178,"{'type': 1, 'id': 9165, 'country': 'IN', 'sunrise': 1725582711, 'sunset': 1725628042}",19800,1261481,New Delhi,200
"{'lon': 106.8451, 'lat': -6.2146}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,"{'temp': 301.96, 'feels_like': 304.79, 'temp_min': 300.87, 'temp_max': 303.44, 'pressure': 1011, 'humidity': 66, 'sea_level': 1011, 'grnd_level': 1008}",5000,"{'speed': 1.54, 'deg': 240}",{'all': 20},1725584012,"{'type': 1, 'id': 9383, 'country': 'ID', 'sunrise': 1725576637, 'sunset': 1725619905}",25200,1642911,Jakarta,200
"{'lon': 51.4215, 'lat': 35.6944}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 294.14, 'feels_like': 293.21, 'temp_min': 294.14, 'temp_max': 294.14, 'pressure': 1006, 'humidity': 35, 'sea_level': 1006, 'grnd_level': 859}",10000,"{'speed': 4.12, 'deg': 290}",{'all': 20},1725584180,"{'type': 1, 'id': 7464, 'country': 'IR', 'sunrise': 1725588624, 'sunset': 1725634515}",12600,112931,Tehran,200
"{'lon': 44.4009, 'lat': 33.3406}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 303.1, 'feels_like': 301.86, 'temp_min': 303.1, 'temp_max': 303.1, 'pressure': 1003, 'humidity': 30, 'sea_level': 1003, 'grnd_level': 999}",10000,"{'speed': 3.6, 'deg': 360}",{'all': 0},1725584182,"{'type': 1, 'id': 7597, 'country': 'IQ', 'sunrise': 1725590410, 'sunset': 1725636099}",10800,98182,Baghdad,200
"{'lon': -6.2672, 'lat': 53.344}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 289.11, 'feels_like': 289.11, 'temp_min': 288.48, 'temp_max': 289.96, 'pressure': 1016, 'humidity': 90, 'sea_level': 1016, 'grnd_level': 1002}",10000,"{'speed': 6.69, 'deg': 20}",{'all': 75},1725584003,"{'type': 2, 'id': 2091862, 'country': 'IE', 'sunrise': 1725601433, 'sunset': 1725649390}",3600,2964574,Dublin,200
"{'lon': 35.2163, 'lat': 31.769}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.99, 'feels_like': 293.46, 'temp_min': 292.96, 'temp_max': 292.99, 'pressure': 1009, 'humidity': 93, 'sea_level': 1009, 'grnd_level': 939}",10000,"{'speed': 1.34, 'deg': 309, 'gust': 3.58}",{'all': 1},1725584184,"{'type': 2, 'id': 2004982, 'country': 'IL', 'sunrise': 1725592678, 'sunset': 1725638238}",10800,281184,Jerusalem,200
"{'lon': 12.4839, 'lat': 41.8947}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 295.28, 'feels_like': 295.32, 'temp_min': 294.25, 'temp_max': 295.92, 'pressure': 1011, 'humidity': 68, 'sea_level': 1011, 'grnd_level': 1003}",10000,"{'speed': 2.06, 'deg': 150}",{'all': 0},1725584100,"{'type': 2, 'id': 2037613, 'country': 'IT', 'sunrise': 1725597679, 'sunset': 1725644146}",7200,3169070,Rome,200
"{'lon': -76.7936, 'lat': 17.997}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 303.68, 'feels_like': 309.51, 'temp_min': 301.02, 'temp_max': 303.68, 'pressure': 1013, 'humidity': 70, 'sea_level': 1013, 'grnd_level': 983}",10000,"{'speed': 7.2, 'deg': 140}",{'all': 20},1725584087,"{'type': 1, 'id': 7105, 'country': 'JM', 'sunrise': 1725533628, 'sunset': 1725578280}",-18000,3489854,Kingston,200
"{'lon': 139.6917, 'lat': 35.6895}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 303.27, 'feels_like': 307.99, 'temp_min': 301.85, 'temp_max': 304.7, 'pressure': 1011, 'humidity': 68, 'sea_level': 1011, 'grnd_level': 1009}",10000,"{'speed': 2.06, 'deg': 10}",{'all': 40},1725583894,"{'type': 2, 'id': 2001249, 'country': 'JP', 'sunrise': 1725567428, 'sunset': 1725613351}",32400,1850144,Tokyo,200
"{'lon': 35.945, 'lat': 31.9552}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.2, 'feels_like': 293.17, 'temp_min': 290.9, 'temp_max': 293.2, 'pressure': 1009, 'humidity': 73, 'sea_level': 1009, 'grnd_level': 919}",8000,"{'speed': 0, 'deg': 0}",{'all': 0},1725584149,"{'type': 1, 'id': 7520, 'country': 'JO', 'sunrise': 1725592496, 'sunset': 1725638070}",10800,250441,Amman,200
"{'lon': 71.446, 'lat': 51.1801}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 279.12, 'feels_like': 276.2, 'temp_min': 279.12, 'temp_max': 279.12, 'pressure': 1015, 'humidity': 100, 'sea_level': 1015, 'grnd_level': 972}",10000,"{'speed': 4, 'deg': 290}",{'1h': 2.05},{'all': 75},1725584125,"{'type': 1, 'id': 8820, 'country': 'KZ', 'sunrise': 1725582932, 'sunset': 1725630598}",18000,1526273,Nur-Sultan,200
"{'lon': 36.8167, 'lat': -1.2833}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 289.33, 'feels_like': 289.14, 'temp_min': 289.33, 'temp_max': 289.33, 'pressure': 1018, 'humidity': 82, 'sea_level': 1018, 'grnd_level': 838}",10000,"{'speed': 2.93, 'deg': 91, 'gust': 4.08}",{'1h': 0.12},{'all': 99},1725584190,"{'country': 'KE', 'sunrise': 1725593307, 'sunset': 1725636840}",10800,184745,Nairobi,200
"{'lon': 172.984, 'lat': 1.419}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 304.2, 'feels_like': 310.88, 'temp_min': 304.2, 'temp_max': 304.2, 'pressure': 1010, 'humidity': 70, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 3.6, 'deg': 80}",{'all': 40},1725584191,"{'type': 1, 'id': 7300, 'country': 'KI', 'sunrise': 1725560562, 'sunset': 1725604241}",43200,7521611,Tarawa,200
"{'lon': 125.7543, 'lat': 39.0339}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 298.63, 'feels_like': 298.98, 'temp_min': 298.63, 'temp_max': 298.63, 'pressure': 1013, 'humidity': 67, 'sea_level': 1013, 'grnd_level': 1008}",10000,"{'speed': 3.62, 'deg': 77, 'gust': 4.78}",{'all': 11},1725584192,"{'country': 'KP', 'sunrise': 1725570620, 'sunset': 1725616848}",32400,1871859,Pyongyang,200
"{'lon': 126.9778, 'lat': 37.5683}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 297.91, 'feels_like': 298.74, 'temp_min': 297.91, 'temp_max': 297.91, 'pressure': 1012, 'humidity': 88, 'sea_level': 1012, 'grnd_level': 1002}",10000,"{'speed': 4.63, 'deg': 80}",{'1h': 0.49},{'all': 75},1725584193,"{'type': 1, 'id': 8105, 'country': 'KR', 'sunrise': 1725570396, 'sunset': 1725616485}",32400,1835848,Seoul,200
"{'lon': 47.9783, 'lat': 29.3697}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 306.97, 'feels_like': 309.61, 'temp_min': 306.96, 'temp_max': 308.63, 'pressure': 1001, 'humidity': 45, 'sea_level': 1001, 'grnd_level': 999}",10000,"{'speed': 5.48, 'deg': 310, 'gust': 10.11}",{'all': 0},1725583901,"{'type': 2, 'id': 2036793, 'country': 'KW', 'sunrise': 1725589706, 'sunset': 1725635085}",10800,285787,Kuwait City,200
"{'lon': 74.59, 'lat': 42.87}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 284.26, 'feels_like': 282.71, 'temp_min': 284.26, 'temp_max': 284.26, 'pressure': 1011, 'humidity': 49, 'sea_level': 1011, 'grnd_level': 911}",10000,"{'speed': 2.1, 'deg': 217, 'gust': 3.64}",{'all': 93},1725584195,"{'type': 1, 'id': 8871, 'country': 'KG', 'sunrise': 1725582710, 'sunset': 1725629310}",21600,1528675,Bishkek,200
"{'lon': 102.6, 'lat': 17.9667}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 299.12, 'feels_like': 299.12, 'temp_min': 299.12, 'temp_max': 299.12, 'pressure': 1004, 'humidity': 78, 'sea_level': 1004, 'grnd_level': 982}",8000,"{'speed': 1.03, 'deg': 320}",{'1h': 1.63},{'all': 40},1725584196,"{'type': 1, 'id': 9203, 'country': 'LA', 'sunrise': 1725576979, 'sunset': 1725621600}",25200,1651944,Vientiane,200
"{'lon': 24.0833, 'lat': 57}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288.73, 'feels_like': 288.38, 'temp_min': 286.19, 'temp_max': 288.73, 'pressure': 1028, 'humidity': 78, 'sea_level': 1028, 'grnd_level': 1027}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 0},1725584197,"{'type': 2, 'id': 2075320, 'country': 'LV', 'sunrise': 1725593804, 'sunset': 1725642455}",10800,456173,Rīga,200
"{'lon': 35.4944, 'lat': 33.8889}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 299.56, 'feels_like': 299.56, 'temp_min': 296.69, 'temp_max': 299.56, 'pressure': 1008, 'humidity': 69, 'sea_level': 1008, 'grnd_level': 1001}",8000,"{'speed': 2.06, 'deg': 140}",{'all': 20},1725584198,"{'type': 1, 'id': 7532, 'country': 'LB', 'sunrise': 1725592525, 'sunset': 1725638257}",10800,276781,Beirut,200
"{'lon': 27.4833, 'lat': -29.3167}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 282.72, 'feels_like': 282.72, 'temp_min': 282.72, 'temp_max': 282.72, 'pressure': 1019, 'humidity': 34, 'sea_level': 1019, 'grnd_level': 848}",10000,"{'speed': 0.27, 'deg': 166, 'gust': 0.58}",{'all': 0},1725584199,"{'country': 'LS', 'sunrise': 1725596337, 'sunset': 1725638289}",7200,932505,Maseru,200
"{'lon': -10.7969, 'lat': 6.3005}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 297.74, 'feels_like': 298.55, 'temp_min': 297.74, 'temp_max': 297.74, 'pressure': 1013, 'humidity': 88, 'sea_level': 1013, 'grnd_level': 1010}",8491,"{'speed': 5.71, 'deg': 218, 'gust': 8.16}",{'1h': 1.02},{'all': 100},1725584200,"{'country': 'LR', 'sunrise': 1725604530, 'sunset': 1725648467}",0,2274895,Monrovia,200
"{'lon': 13.1875, 'lat': 32.8752}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 302.26, 'feels_like': 304.53, 'temp_min': 302.26, 'temp_max': 302.26, 'pressure': 1011, 'humidity': 61, 'sea_level': 1011, 'grnd_level': 1007}",10000,"{'speed': 0.49, 'deg': 64, 'gust': 1.36}",{'all': 100},1725584201,"{'country': 'LY', 'sunrise': 1725597923, 'sunset': 1725643564}",7200,2210247,Tripoli,200
"{'lon': 9.5215, 'lat': 47.1415}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 289.88, 'feels_like': 290.01, 'temp_min': 288.49, 'temp_max': 290.74, 'pressure': 1012, 'humidity': 92, 'sea_level': 1012, 'grnd_level': 881}",10000,"{'speed': 0.45, 'deg': 180, 'gust': 1.34}",{'all': 66},1725584202,"{'type': 2, 'id': 2043024, 'country': 'LI', 'sunrise': 1725598089, 'sunset': 1725645158}",7200,3042030,Vaduz,200
