coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod
"{'lon': 179.1942, 'lat': -8.5243}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 304.15, 'feels_like': 311.15, 'temp_min': 304.15, 'temp_max': 304.15, 'pressure': 1009, 'humidity': 74, 'sea_level': 1009, 'grnd_level': 1009}",10000,"{'speed': 5.14, 'deg': 90}",{'all': 75},1725587885,"{'type': 1, 'id': 7297, 'country': 'TV', 'sunrise': 1725559342, 'sunset': 1725602481}",43200,2110394,Funafuti,200
"{'lon': 32.5822, 'lat': 0.3163}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 291.03, 'feels_like': 291.07, 'temp_min': 291.03, 'temp_max': 291.03, 'pressure': 1014, 'humidity': 84, 'sea_level': 1014, 'grnd_level': 881}",10000,"{'speed': 1.19, 'deg': 27, 'gust': 1.5}",{'all': 61},1725587886,"{'country': 'UG', 'sunrise': 1725594281, 'sunset': 1725637899}",10800,232422,Kampala,200
"{'lon': 30.5167, 'lat': 50.4333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 291.88, 'feels_like': 291.51, 'temp_min': 291.88, 'temp_max': 294.07, 'pressure': 1023, 'humidity': 65, 'sea_level': 1023, 'grnd_level': 1007}",10000,"{'speed': 0.45, 'deg': 23, 'gust': 1.34}",{'all': 65},1725587887,"{'type': 2, 'id': 2003742, 'country': 'UA', 'sunrise': 1725592821, 'sunset': 1725640350}",10800,703448,Kyiv,200
"{'lon': 54.3667, 'lat': 24.4667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 305.04, 'feels_like': 312.04, 'temp_min': 303.21, 'temp_max': 305.9, 'pressure': 1001, 'humidity': 80, 'sea_level': 1001, 'grnd_level': 1002}",10000,"{'speed': 1.03, 'deg': 80}",{'all': 0},1725587835,"{'type': 2, 'id': 2032466, 'country': 'AE', 'sunrise': 1725588347, 'sunset': 1725633379}",14400,292968,Abu Dhabi,200
"{'lon': -0.1257, 'lat': 51.5085}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 291.15, 'feels_like': 291.41, 'temp_min': 290.29, 'temp_max': 292.01, 'pressure': 1010, 'humidity': 92, 'sea_level': 1010, 'grnd_level': 1006}",3300,"{'speed': 0.51, 'deg': 80}",{'all': 75},1725587601,"{'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1725600103, 'sunset': 1725647773}",3600,2643743,London,200
"{'lon': -77.0366, 'lat': 38.895}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.6, 'feels_like': 292.64, 'temp_min': 290.4, 'temp_max': 294.32, 'pressure': 1023, 'humidity': 78, 'sea_level': 1023, 'grnd_level': 1016}",10000,"{'speed': 2.68, 'deg': 108, 'gust': 7.95}",{'all': 0},1725587890,"{'type': 2, 'id': 2002287, 'country': 'US', 'sunrise': 1725532874, 'sunset': 1725579152}",-14400,4361885,Washington DC.,200
"{'lon': -56.1674, 'lat': -34.8335}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 282.16, 'feels_like': 280.42, 'temp_min': 281.99, 'temp_max': 282.16, 'pressure': 1019, 'humidity': 71, 'sea_level': 1019, 'grnd_level': 1016}",10000,"{'speed': 3.09, 'deg': 50}",{'all': 0},1725587820,"{'type': 1, 'id': 8687, 'country': 'UY', 'sunrise': 1725530268, 'sunset': 1725571743}",-10800,3441575,Montevideo,200
"{'lon': 69.2163, 'lat': 41.2646}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 290.12, 'feels_like': 288.97, 'temp_min': 290.12, 'temp_max': 290.12, 'pressure': 1009, 'humidity': 42, 'sea_level': 1009, 'grnd_level': 961}",7000,"{'speed': 1.03, 'deg': 0}",{'all': 100},1725587892,"{'type': 1, 'id': 9016, 'country': 'UZ', 'sunrise': 1725584086, 'sunset': 1725630513}",18000,1512569,Tashkent,200
"{'lon': 168.3219, 'lat': -17.7338}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 297.93, 'feels_like': 297.95, 'temp_min': 297.93, 'temp_max': 297.93, 'pressure': 1019, 'humidity': 57, 'sea_level': 1019, 'grnd_level': 1011}",10000,"{'speed': 7.72, 'deg': 130, 'gust': 14.4}",{'all': 75},1725587893,"{'type': 1, 'id': 7314, 'country': 'VU', 'sunrise': 1725562207, 'sunset': 1725604833}",39600,2135171,Port-Vila,200
"{'lon': 12.4533, 'lat': 41.9024}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 295.14, 'feels_like': 295.2, 'temp_min': 293.62, 'temp_max': 295.92, 'pressure': 1011, 'humidity': 69, 'sea_level': 1011, 'grnd_level': 1003}",10000,"{'speed': 2.06, 'deg': 150}",{'all': 0},1725587894,"{'type': 2, 'id': 2037613, 'country': 'VA', 'sunrise': 1725597686, 'sunset': 1725644154}",7200,6691831,Vatican City,200
"{'lon': -66.8792, 'lat': 10.488}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 294.82, 'feels_like': 295.21, 'temp_min': 294.82, 'temp_max': 294.82, 'pressure': 1015, 'humidity': 83, 'sea_level': 1015, 'grnd_level': 897}",10000,"{'speed': 1.54, 'deg': 80}",{'all': 77},1725587895,"{'type': 1, 'id': 8759, 'country': 'VE', 'sunrise': 1725531478, 'sunset': 1725575673}",-14400,3646738,Caracas,200
"{'lon': 105.8412, 'lat': 21.0245}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 304.15, 'feels_like': 311.15, 'temp_min': 304.15, 'temp_max': 304.15, 'pressure': 1002, 'humidity': 72, 'sea_level': 1002, 'grnd_level': 1001}",10000,"{'speed': 4.82, 'deg': 316, 'gust': 6.77}",{'all': 16},1725587809,"{'type': 1, 'id': 9308, 'country': 'VN', 'sunrise': 1725576105, 'sunset': 1725620919}",25200,1581130,Hanoi,200
"{'lon': 35.1846, 'lat': 31.895}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.36, 'feels_like': 292.76, 'temp_min': 292.34, 'temp_max': 292.36, 'pressure': 1010, 'humidity': 93, 'sea_level': 1010, 'grnd_level': 932}",10000,"{'speed': 1.16, 'deg': 265, 'gust': 1.54}",{'all': 6},1725587898,"{'type': 2, 'id': 2004982, 'country': 'PS', 'sunrise': 1725592681, 'sunset': 1725638250}",10800,282239,Ramallah,200
"{'lon': 44.2005, 'lat': 15.3421}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 293.29, 'feels_like': 292.64, 'temp_min': 293.29, 'temp_max': 293.29, 'pressure': 1013, 'humidity': 49, 'sea_level': 1013, 'grnd_level': 759}",10000,"{'speed': 1.38, 'deg': 39, 'gust': 2.09}",{'all': 15},1725587899,"{'country': 'YE', 'sunrise': 1725591076, 'sunset': 1725635529}",10800,6940571,Sana'a,200
"{'lon': 28.2871, 'lat': -15.4067}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 287.54, 'feels_like': 286.26, 'temp_min': 287.54, 'temp_max': 287.54, 'pressure': 1018, 'humidity': 47, 'sea_level': 1018, 'grnd_level': 876}",10000,"{'speed': 2.87, 'deg': 87, 'gust': 8.68}",{'all': 32},1725587900,"{'country': 'ZM', 'sunrise': 1725595732, 'sunset': 1725638509}",7200,909137,Lusaka,200
"{'lon': 31.0539, 'lat': -17.8294}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 284.4, 'feels_like': 283.2, 'temp_min': 284.4, 'temp_max': 284.4, 'pressure': 1020, 'humidity': 62, 'sea_level': 1020, 'grnd_level': 856}",10000,"{'speed': 2.67, 'deg': 51, 'gust': 6.3}",{'all': 0},1725587901,"{'country': 'ZW', 'sunrise': 1725595135, 'sunset': 1725637778}",7200,890299,Harare,200
"{'lon': 69.4167, 'lat': 34.5}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 291.98, 'feels_like': 291.17, 'temp_min': 291.98, 'temp_max': 291.98, 'pressure': 1010, 'humidity': 48, 'sea_level': 1010, 'grnd_level': 799}",10000,"{'speed': 0.51, 'deg': 66, 'gust': 1.16}",{'all': 0},1725588710,"{'country': 'AF', 'sunrise': 1725584355, 'sunset': 1725630149}",16200,1138957,Kabul,200
"{'lon': 19.8189, 'lat': 41.3275}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.64, 'feels_like': 294.04, 'temp_min': 293.64, 'temp_max': 293.64, 'pressure': 1012, 'humidity': 88, 'sea_level': 1012, 'grnd_level': 977}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 0},1725588706,"{'type': 1, 'id': 6359, 'country': 'AL', 'sunrise': 1725595947, 'sunset': 1725642358}",7200,3183875,Tirana,200
"{'lon': 3.042, 'lat': 36.7525}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 296.05, 'feels_like': 296.43, 'temp_min': 296.05, 'temp_max': 296.05, 'pressure': 1006, 'humidity': 78, 'sea_level': 1006, 'grnd_level': 1000}",10000,"{'speed': 2.06, 'deg': 220}",{'all': 0},1725588902,"{'type': 1, 'id': 1060, 'country': 'DZ', 'sunrise': 1725600195, 'sunset': 1725646161}",3600,2507480,Algiers,200
"{'lon': 1.4941, 'lat': 42.5045}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 283.38, 'feels_like': 282.68, 'temp_min': 283.38, 'temp_max': 283.38, 'pressure': 1012, 'humidity': 85, 'sea_level': 1012, 'grnd_level': 813}",10000,"{'speed': 1.83, 'deg': 134, 'gust': 2.88}",{'all': 100},1725588903,"{'type': 2, 'id': 19636, 'country': 'AD', 'sunrise': 1725600286, 'sunset': 1725646812}",7200,3041566,Andorra la Vella,200
"{'lon': 13.2343, 'lat': -8.8368}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.33, 'feels_like': 293.78, 'temp_min': 293.33, 'temp_max': 293.33, 'pressure': 1014, 'humidity': 91, 'sea_level': 1014, 'grnd_level': 1005}",10000,"{'speed': 3.12, 'deg': 179, 'gust': 3.98}",{'all': 6},1725588869,"{'country': 'AO', 'sunrise': 1725599165, 'sunset': 1725642299}",3600,2240449,Luanda,200
"{'lon': -61.85, 'lat': 17.1167}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 301.16, 'feels_like': 302.5, 'temp_min': 301.16, 'temp_max': 301.16, 'pressure': 1013, 'humidity': 59, 'sea_level': 1013, 'grnd_level': 1013}",10000,"{'speed': 1.79, 'deg': 211, 'gust': 4.92}",{'1h': 0.86},{'all': 64},1725588859,"{'type': 2, 'id': 2016933, 'country': 'AG', 'sunrise': 1725530070, 'sunset': 1725574668}",-14400,3576022,St John's,200
"{'lon': -58.3772, 'lat': -34.6132}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 286.54, 'feels_like': 285.45, 'temp_min': 285.33, 'temp_max': 287.56, 'pressure': 1016, 'humidity': 58, 'sea_level': 1016, 'grnd_level': 1015}",10000,"{'speed': 6.26, 'deg': 10, 'gust': 0}",{'all': 79},1725588901,"{'type': 2, 'id': 2020613, 'country': 'AR', 'sunrise': 1725530789, 'sunset': 1725572282}",-10800,3435910,Buenos Aires,200
"{'lon': 44.5136, 'lat': 40.1811}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 295.24, 'feels_like': 294.63, 'temp_min': 295.24, 'temp_max': 295.24, 'pressure': 1010, 'humidity': 43, 'sea_level': 1010, 'grnd_level': 890}",10000,"{'speed': 3.6, 'deg': 80}",{'all': 6},1725588907,"{'type': 1, 'id': 8851, 'country': 'AM', 'sunrise': 1725590074, 'sunset': 1725636380}",14400,616052,Yerevan,200
"{'lon': 149.1281, 'lat': -35.2835}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 295, 'feels_like': 294.34, 'temp_min': 293.75, 'temp_max': 296.22, 'pressure': 1019, 'humidity': 42, 'sea_level': 1019, 'grnd_level': 944}",10000,"{'speed': 11.32, 'deg': 320}",{'all': 0},1725588908,"{'type': 1, 'id': 9588, 'country': 'AU', 'sunrise': 1725567378, 'sunset': 1725608873}",36000,2172517,Canberra,200
"{'lon': 16.3721, 'lat': 48.2085}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.63, 'feels_like': 293.09, 'temp_min': 292.11, 'temp_max': 295.76, 'pressure': 1012, 'humidity': 52, 'sea_level': 1012, 'grnd_level': 986}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 0},1725588905,"{'type': 2, 'id': 2037452, 'country': 'AT', 'sunrise': 1725596374, 'sunset': 1725643585}",7200,2761369,Vienna,200
"{'lon': 49.892, 'lat': 40.3777}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 297.18, 'feels_like': 297.44, 'temp_min': 297.18, 'temp_max': 297.18, 'pressure': 1014, 'humidity': 69, 'sea_level': 1014, 'grnd_level': 1013}",10000,"{'speed': 8.23, 'deg': 360}",{'all': 0},1725588910,"{'type': 1, 'id': 8841, 'country': 'AZ', 'sunrise': 1725588772, 'sunset': 1725635101}",14400,587084,Baku,200
"{'lon': -77.3431, 'lat': 25.0582}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 302.14, 'feels_like': 307.65, 'temp_min': 302.14, 'temp_max': 302.14, 'pressure': 1016, 'humidity': 79, 'sea_level': 1016, 'grnd_level': 1016}",10000,"{'speed': 2.57, 'deg': 110}",{'all': 75},1725588714,"{'type': 1, 'id': 7269, 'country': 'BS', 'sunrise': 1725533523, 'sunset': 1725578649}",-14400,3571824,Nassau,200
"{'lon': 50.5832, 'lat': 26.2154}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 305.96, 'feels_like': 312.19, 'temp_min': 305.96, 'temp_max': 305.96, 'pressure': 1001, 'humidity': 60, 'sea_level': 1001, 'grnd_level': 1001}",10000,"{'speed': 1.79, 'deg': 315, 'gust': 3.58}",{'all': 1},1725588912,"{'type': 2, 'id': 2039996, 'country': 'BH', 'sunrise': 1725589195, 'sunset': 1725634346}",10800,290340,Manama,200
"{'lon': 90.4074, 'lat': 23.7104}","[{'id': 301, 'main': 'Drizzle', 'description': 'drizzle', 'icon': '09d'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 300.14, 'feels_like': 303.15, 'temp_min': 300.14, 'temp_max': 300.14, 'pressure': 1004, 'humidity': 83, 'sea_level': 1004, 'grnd_level': 1003}",4000,"{'speed': 3.09, 'deg': 110}",{'1h': 2.05},{'all': 100},1725588722,"{'type': 1, 'id': 9145, 'country': 'BD', 'sunrise': 1725579721, 'sunset': 1725624709}",21600,1185241,Dhaka,200
"{'lon': -59.6167, 'lat': 13.1}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 300.42, 'feels_like': 304.54, 'temp_min': 300.42, 'temp_max': 300.42, 'pressure': 1012, 'humidity': 89, 'sea_level': 1012, 'grnd_level': 1010}",10000,"{'speed': 1.54, 'deg': 20}",{'all': 20},1725588913,"{'type': 1, 'id': 8772, 'country': 'BB', 'sunrise': 1725529657, 'sunset': 1725574009}",-14400,3374036,Bridgetown,200
"{'lon': 27.5667, 'lat': 53.9}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.28, 'feels_like': 285.32, 'temp_min': 286.28, 'temp_max': 286.28, 'pressure': 1027, 'humidity': 64, 'sea_level': 1027, 'grnd_level': 1000}",10000,"{'speed': 3.44, 'deg': 86, 'gust': 7.29}",{'all': 4},1725588788,"{'country': 'BY', 'sunrise': 1725593256, 'sunset': 1725641331}",10800,625144,Minsk,200
"{'lon': 4.3488, 'lat': 50.8504}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 291.12, 'feels_like': 291.35, 'temp_min': 289.91, 'temp_max': 291.99, 'pressure': 1010, 'humidity': 91, 'sea_level': 1010, 'grnd_level': 1003}",4800,"{'speed': 3.6, 'deg': 230}",{'all': 75},1725588916,"{'type': 1, 'id': 1227, 'country': 'BE', 'sunrise': 1725599077, 'sunset': 1725646651}",7200,2800866,Brussels,200
"{'lon': -88.7667, 'lat': 17.25}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 297.49, 'feels_like': 298.56, 'temp_min': 297.49, 'temp_max': 297.49, 'pressure': 1010, 'humidity': 99, 'sea_level': 1010, 'grnd_level': 998}",10000,"{'speed': 0.38, 'deg': 197, 'gust': 0.42}",{'all': 100},1725588917,"{'country': 'BZ', 'sunrise': 1725536526, 'sunset': 1725581129}",-21600,3582672,Belmopan,200
"{'lon': 2.6036, 'lat': 6.4965}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 296.6, 'feels_like': 297.3, 'temp_min': 296.6, 'temp_max': 296.6, 'pressure': 1012, 'humidity': 88, 'sea_level': 1012, 'grnd_level': 1010}",10000,"{'speed': 2.18, 'deg': 241, 'gust': 5.41}",{'all': 23},1725588918,"{'country': 'BJ', 'sunrise': 1725601309, 'sunset': 1725645257}",3600,2392087,Porto-Novo,200
"{'lon': 89.6419, 'lat': 27.4661}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 288.88, 'feels_like': 288.6, 'temp_min': 288.88, 'temp_max': 288.88, 'pressure': 1013, 'humidity': 80, 'sea_level': 1013, 'grnd_level': 704}",10000,"{'speed': 1.01, 'deg': 102, 'gust': 0.72}",{'all': 72},1725588918,"{'country': 'BT', 'sunrise': 1725579774, 'sunset': 1725625024}",21600,1252416,Thimphu,200
"{'lon': -68.15, 'lat': -16.5}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 282.36, 'feels_like': 282.36, 'temp_min': 279.14, 'temp_max': 282.36, 'pressure': 1023, 'humidity': 72, 'sea_level': 1023, 'grnd_level': 622}",8000,"{'speed': 1.03, 'deg': 0}",{'all': 40},1725588905,"{'type': 2, 'id': 2081273, 'country': 'BO', 'sunrise': 1725532541, 'sunset': 1725575220}",-14400,3911925,La Paz,200
"{'lon': 18.3564, 'lat': 43.8486}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 290.88, 'feels_like': 291.14, 'temp_min': 290.1, 'temp_max': 290.88, 'pressure': 1014, 'humidity': 93, 'sea_level': 1014, 'grnd_level': 906}",10000,"{'speed': 4.63, 'deg': 320}",{'1h': 0.18},{'all': 0},1725588922,"{'type': 2, 'id': 145110, 'country': 'BA', 'sunrise': 1725596163, 'sunset': 1725642844}",7200,3191281,Sarajevo,200
"{'lon': 25.9086, 'lat': -24.6545}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.1, 'feels_like': 284.31, 'temp_min': 286.1, 'temp_max': 286.1, 'pressure': 1018, 'humidity': 33, 'sea_level': 1018, 'grnd_level': 905}",10000,"{'speed': 3.09, 'deg': 140}",{'all': 0},1725588923,"{'type': 1, 'id': 2012, 'country': 'BW', 'sunrise': 1725596568, 'sunset': 1725638814}",7200,933773,Gaborone,200
"{'lon': -47.9297, 'lat': -15.7797}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.66, 'feels_like': 292.89, 'temp_min': 293.66, 'temp_max': 293.66, 'pressure': 1017, 'humidity': 43, 'sea_level': 1017, 'grnd_level': 891}",10000,"{'speed': 0, 'deg': 0}",{'all': 0},1725588652,"{'type': 1, 'id': 8336, 'country': 'BR', 'sunrise': 1725527670, 'sunset': 1725570387}",-10800,3469058,Brasília,200
"{'lon': 114.9481, 'lat': 4.9403}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 304.14, 'feels_like': 309.56, 'temp_min': 303.66, 'temp_max': 304.14, 'pressure': 1009, 'humidity': 66, 'sea_level': 1009, 'grnd_level': 1007}",9000,"{'speed': 2.68, 'deg': 200, 'gust': 0}",{'all': 75},1725588925,"{'type': 1, 'id': 9377, 'country': 'BN', 'sunrise': 1725574392, 'sunset': 1725618261}",28800,1820906,Brunei Town,200
"{'lon': 23.3242, 'lat': 42.6975}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 291.08, 'feels_like': 290.73, 'temp_min': 289.98, 'temp_max': 291.08, 'pressure': 1014, 'humidity': 69, 'sea_level': 1014, 'grnd_level': 936}",10000,"{'speed': 1.54, 'deg': 170}",{'all': 65},1725588926,"{'type': 2, 'id': 2033225, 'country': 'BG', 'sunrise': 1725595033, 'sunset': 1725641590}",10800,727011,Sofia,200
"{'lon': -1.5383, 'lat': 12.3642}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 296.79, 'feels_like': 297.43, 'temp_min': 296.79, 'temp_max': 296.79, 'pressure': 1011, 'humidity': 85, 'sea_level': 1011, 'grnd_level': 977}",10000,"{'speed': 4.79, 'deg': 190, 'gust': 11.3}",{'all': 99},1725588927,"{'country': 'BF', 'sunrise': 1725602140, 'sunset': 1725646414}",0,2357048,Ouagadougou,200
"{'lon': 29.95, 'lat': -3.5}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 292.02, 'feels_like': 291.42, 'temp_min': 292.02, 'temp_max': 292.02, 'pressure': 1014, 'humidity': 56, 'sea_level': 1014, 'grnd_level': 840}",10000,"{'speed': 1.19, 'deg': 198, 'gust': 1.3}",{'all': 90},1725588928,"{'country': 'BI', 'sunrise': 1725595014, 'sunset': 1725638429}",7200,426271,Gitega Province,200
"{'lon': 104.916, 'lat': 11.5625}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 304.1, 'feels_like': 311.1, 'temp_min': 304.1, 'temp_max': 304.1, 'pressure': 1006, 'humidity': 74, 'sea_level': 1006, 'grnd_level': 1005}",10000,"{'speed': 1.03, 'deg': 230}",{'all': 40},1725588902,"{'type': 1, 'id': 9109, 'country': 'KH', 'sunrise': 1725576614, 'sunset': 1725620854}",25200,1821306,Phnom Penh,200
"{'lon': 11.5167, 'lat': 3.8667}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}, {'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",stations,"{'temp': 294.89, 'feels_like': 295.57, 'temp_min': 294.89, 'temp_max': 294.89, 'pressure': 1013, 'humidity': 94, 'sea_level': 1013, 'grnd_level': 931}",8000,"{'speed': 2.06, 'deg': 220}",{'1h': 1.24},{'all': 75},1725588930,"{'type': 1, 'id': 2111, 'country': 'CM', 'sunrise': 1725599241, 'sunset': 1725643048}",3600,2220957,Yaoundé,200
"{'lon': -75.6981, 'lat': 45.4112}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 290.2, 'feels_like': 290.57, 'temp_min': 287.11, 'temp_max': 290.23, 'pressure': 1021, 'humidity': 100, 'sea_level': 1021, 'grnd_level': 1010}",10000,"{'speed': 1.94, 'deg': 172, 'gust': 2.24}",{'all': 0},1725588795,"{'type': 2, 'id': 2005024, 'country': 'CA', 'sunrise': 1725532192, 'sunset': 1725579191}",-14400,6094817,Ottawa,200
